Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
09/28/2021,09/29/2021,Newtown Creek,NC,4812.00,3100000.00,,1227810,RT-qPCR - N1
09/28/2021,09/29/2021,North River,NR,4115.00,2720000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
09/28/2021,09/29/2021,Oakwood Beach,OB,10305.00,4600000.00,,243910,RT-qPCR - N1
09/28/2021,09/29/2021,Owls Head,OH,6633.00,2660000.00,,923524,RT-qPCR - N1
09/28/2021,09/29/2021,Port Richmond,PR,4951.00,2400000.00,,224516,RT-qPCR - N1
09/28/2021,09/29/2021,Red Hook,RH,9404.00,4130000.00,,257556,RT-qPCR - N1
09/28/2021,09/29/2021,Rockaway,RK,3521.00,2100000.00,,117991,RT-qPCR - N1
09/28/2021,09/29/2021,Tallman Island,TI,3581.00,1720000.00,,457817,RT-qPCR - N1
09/28/2021,09/29/2021,Wards Island,WI,3448.00,2120000.00,,1173448,RT-qPCR - N1
10/03/2021,10/04/2021,26th Ward,26W,3498.00,2230000.00,,318262,RT-qPCR - N1
10/03/2021,10/04/2021,Bowery Bay,BB,21202.00,8250000.00,,894311,RT-qPCR - N1
10/03/2021,10/04/2021,Coney Island,CI,8527.00,3500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
10/03/2021,10/04/2021,Hunts Point,HP,2080.00,1390000.00,,781885,RT-qPCR - N1
10/03/2021,10/04/2021,Jamaica Bay,JA,3656.00,1460000.00,,735054,RT-qPCR - N1
10/03/2021,10/04/2021,Newtown Creek,NC,3308.00,1920000.00,,1227810,RT-qPCR - N1
10/03/2021,10/04/2021,North River,NR,3491.00,2150000.00,,649549,RT-qPCR - N1
10/03/2021,10/04/2021,Oakwood Beach,OB,9987.00,4350000.00,,243910,RT-qPCR - N1
10/03/2021,10/04/2021,Owls Head,OH,5762.00,2240000.00,,923524,RT-qPCR - N1
10/03/2021,10/04/2021,Port Richmond,PR,4324.00,1950000.00,,224516,RT-qPCR - N1
10/03/2021,10/04/2021,Red Hook,RH,5423.00,2110000.00,,257556,RT-qPCR - N1
10/03/2021,10/04/2021,Rockaway,RK,1620.00,1070000.00,,117991,RT-qPCR - N1
10/03/2021,10/04/2021,Tallman Island,TI,3711.00,1650000.00,,457817,RT-qPCR - N1
10/03/2021,10/04/2021,Wards Island,WI,3597.00,2070000.00,,1173448,RT-qPCR - N1
10/05/2021,10/06/2021,26th Ward,26W,5807.00,3710000.00,,318262,RT-qPCR - N1
10/05/2021,10/06/2021,Bowery Bay,BB,8296.00,3230000.00,,894311,RT-qPCR - N1
10/05/2021,10/06/2021,Coney Island,CI,4858.00,2020000.00,,647635,RT-qPCR - N1
10/05/2021,10/06/2021,Hunts Point,HP,3393.00,2240000.00,,781885,RT-qPCR - N1
10/05/2021,10/06/2021,Jamaica Bay,JA,7162.00,2790000.00,,735054,RT-qPCR - N1
10/05/2021,10/06/2021,Newtown Creek,NC,4825.00,3000000.00,,1227810,RT-qPCR - N1
10/05/2021,10/06/2021,North River,NR,15240.00,9720000.00,,649549,RT-qPCR - N1
10/05/2021,10/06/2021,Oakwood Beach,OB,8654.00,3580000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
10/05/2021,10/06/2021,Owls Head,OH,8793.00,3190000.00,,923524,RT-qPCR - N1
10/05/2021,10/06/2021,Port Richmond,PR,3674.00,1600000.00,,224516,RT-qPCR - N1
10/05/2021,10/06/2021,Red Hook,RH,5321.00,2160000.00,,257556,RT-qPCR - N1
10/05/2021,10/06/2021,Rockaway,RK,2742.00,1640000.00,,117991,RT-qPCR - N1
10/05/2021,10/06/2021,Tallman Island,TI,4822.00,2110000.00,,457817,RT-qPCR - N1
10/05/2021,10/06/2021,Wards Island,WI,5380.00,2250000.00,,1173448,RT-qPCR - N1
10/12/2021,10/13/2021,26th Ward,26W,2025.00,1240000.00,,318262,RT-qPCR - N1
10/12/2021,10/13/2021,Bowery Bay,BB,3147.00,1160000.00,,894311,RT-qPCR - N1
10/12/2021,10/13/2021,Coney Island,CI,3722.00,1630000.00,,647635,RT-qPCR - N1
10/12/2021,10/13/2021,Hunts Point,HP,1543.00,881000.00,,781885,RT-qPCR - N1
10/12/2021,10/13/2021,Jamaica Bay,JA,4180.00,1580000.00,,735054,RT-qPCR - N1
10/12/2021,10/13/2021,Newtown Creek,NC,958.00,574000.00,,1227810,RT-qPCR - N1
10/12/2021,10/13/2021,North River,NR,1286.00,791000.00,,649549,RT-qPCR - N1
10/12/2021,10/13/2021,Oakwood Beach,OB,,,Concentration below Method Limit of Detection,243910,RT-qPCR - N1
10/12/2021,10/13/2021,Owls Head,OH,3142.00,1140000.00,,923524,RT-qPCR - N1
10/12/2021,10/13/2021,Port Richmond,PR,2017.00,844000.00,,224516,RT-qPCR - N1
10/12/2021,10/13/2021,Red Hook,RH,2498.00,1010000.00,,257556,RT-qPCR - N1
10/12/2021,10/13/2021,Rockaway,RK,1368.00,902000.00,,117991,RT-qPCR - N1
10/12/2021,10/13/2021,Tallman Island,TI,1295.00,566000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
10/12/2021,10/13/2021,Wards Island,WI,1118.00,613000.00,,1173448,RT-qPCR - N1
10/17/2021,10/18/2021,26th Ward,26W,2031.00,1270000.00,,318262,RT-qPCR - N1
10/17/2021,10/18/2021,Bowery Bay,BB,7264.00,2620000.00,,894311,RT-qPCR - N1
10/17/2021,10/18/2021,Coney Island,CI,4378.00,1700000.00,,647635,RT-qPCR - N1
10/17/2021,10/18/2021,Hunts Point,HP,1285.00,708000.00,,781885,RT-qPCR - N1
10/17/2021,10/18/2021,Jamaica Bay,JA,5916.00,2300000.00,,735054,RT-qPCR - N1
10/17/2021,10/18/2021,Newtown Creek,NC,7268.00,4020000.00,,1227810,RT-qPCR - N1
10/17/2021,10/18/2021,North River,NR,2545.00,1450000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
10/17/2021,10/18/2021,Oakwood Beach,OB,9873.00,4060000.00,,243910,RT-qPCR - N1
10/17/2021,10/18/2021,Owls Head,OH,12783.00,5020000.00,,923524,RT-qPCR - N1
10/17/2021,10/18/2021,Port Richmond,PR,2096.00,842000.00,,224516,RT-qPCR - N1
10/17/2021,10/18/2021,Red Hook,RH,5427.00,2110000.00,,257556,RT-qPCR - N1
10/17/2021,10/18/2021,Rockaway,RK,1677.00,1160000.00,,117991,RT-qPCR - N1
10/17/2021,10/18/2021,Tallman Island,TI,1580.00,718000.00,,457817,RT-qPCR - N1
10/17/2021,10/18/2021,Wards Island,WI,4202.00,2200000.00,,1173448,RT-qPCR - N1
10/19/2021,10/20/2021,26th Ward,26W,3138.00,1920000.00,,318262,RT-qPCR - N1
10/19/2021,10/20/2021,Bowery Bay,BB,3717.00,1290000.00,,894311,RT-qPCR - N1
10/19/2021,10/20/2021,Coney Island,CI,2907.00,1130000.00,,647635,RT-qPCR - N1
10/19/2021,10/20/2021,Hunts Point,HP,1037.00,566000.00,,781885,RT-qPCR - N1
10/19/2021,10/20/2021,Jamaica Bay,JA,2598.00,972000.00,,735054,RT-qPCR - N1
10/19/2021,10/20/2021,Newtown Creek,NC,1585.00,908000.00,,1227810,RT-qPCR - N1
10/19/2021,10/20/2021,North River,NR,1580.00,908000.00,,649549,RT-qPCR - N1
10/19/2021,10/20/2021,Oakwood Beach,OB,18827.00,7300000.00,,243910,RT-qPCR - N1
10/19/2021,10/20/2021,Owls Head,OH,6407.00,2460000.00,,923524,RT-qPCR - N1
10/19/2021,10/20/2021,Port Richmond,PR,3503.00,1290000.00,,224516,RT-qPCR - N1
10/19/2021,10/20/2021,Red Hook,RH,1261.00,490000.00,,257556,RT-qPCR - N1
10/19/2021,10/20/2021,Rockaway,RK,451.00,298000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
10/19/2021,10/20/2021,Tallman Island,TI,1467.00,679000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
10/19/2021,10/20/2021,Wards Island,WI,1383.00,697000.00,,1173448,RT-qPCR - N1
10/24/2021,10/25/2021,26th Ward,26W,2542.00,1590000.00,,318262,RT-qPCR - N1
10/24/2021,10/25/2021,Bowery Bay,BB,4525.00,1610000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
10/24/2021,10/25/2021,Coney Island,CI,3623.00,1430000.00,,647635,RT-qPCR - N1
10/24/2021,10/25/2021,Hunts Point,HP,808.00,457000.00,,781885,RT-qPCR - N1
10/24/2021,10/25/2021,Jamaica Bay,JA,1978.00,770000.00,,735054,RT-qPCR - N1
10/24/2021,10/25/2021,Newtown Creek,NC,3873.00,2140000.00,,1227810,RT-qPCR - N1
10/24/2021,10/25/2021,North River,NR,1755.00,938000.00,,649549,RT-qPCR - N1
10/24/2021,10/25/2021,Oakwood Beach,OB,3275.00,1310000.00,,243910,RT-qPCR - N1
10/24/2021,10/25/2021,Owls Head,OH,4425.00,1610000.00,,923524,RT-qPCR - N1
10/24/2021,10/25/2021,Port Richmond,PR,4230.00,1560000.00,,224516,RT-qPCR - N1
10/24/2021,10/25/2021,Red Hook,RH,1894.00,768000.00,,257556,RT-qPCR - N1
10/24/2021,10/25/2021,Rockaway,RK,2220.00,1320000.00,,117991,RT-qPCR - N1
10/24/2021,10/25/2021,Tallman Island,TI,2311.00,991000.00,,457817,RT-qPCR - N1
10/24/2021,10/25/2021,Wards Island,WI,2416.00,1290000.00,,1173448,RT-qPCR - N1
10/26/2021,10/27/2021,26th Ward,26W,536.00,1120000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),318262,RT-qPCR - N1
10/26/2021,10/27/2021,Bowery Bay,BB,838.00,933000.00,,894311,RT-qPCR - N1
10/26/2021,10/27/2021,Coney Island,CI,1573.00,1450000.00,,647635,RT-qPCR - N1
10/26/2021,10/27/2021,Hunts Point,HP,918.00,1570000.00,,781885,RT-qPCR - N1
10/26/2021,10/27/2021,Jamaica Bay,JA,1598.00,1340000.00,,735054,RT-qPCR - N1
10/26/2021,10/27/2021,Newtown Creek,NC,839.00,1430000.00,,1227810,RT-qPCR - N1
10/26/2021,10/27/2021,North River,NR,709.00,1090000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
10/26/2021,10/27/2021,Oakwood Beach,OB,4048.00,4060000.00,,243910,RT-qPCR - N1
10/26/2021,10/27/2021,Owls Head,OH,1719.00,1400000.00,,923524,RT-qPCR - N1
10/26/2021,10/27/2021,Port Richmond,PR,881.00,560000.00,,224516,RT-qPCR - N1
10/26/2021,10/27/2021,Red Hook,RH,250.00,393000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),257556,RT-qPCR - N1
10/26/2021,10/27/2021,Rockaway,RK,1052.00,991000.00,,117991,RT-qPCR - N1
10/26/2021,10/27/2021,Tallman Island,TI,336.00,388000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),457817,RT-qPCR - N1
10/26/2021,10/27/2021,Wards Island,WI,730.00,1010000.00,,1173448,RT-qPCR - N1
11/02/2021,11/03/2021,26th Ward,26W,6506.00,4150000.00,,318262,RT-qPCR - N1
11/02/2021,11/03/2021,Bowery Bay,BB,4735.00,1710000.00,,894311,RT-qPCR - N1
11/02/2021,11/03/2021,Coney Island,CI,2185.00,994000.00,,647635,RT-qPCR - N1
11/02/2021,11/03/2021,Hunts Point,HP,2340.00,1360000.00,,781885,RT-qPCR - N1
11/02/2021,11/03/2021,Jamaica Bay,JA,3547.00,1420000.00,,735054,RT-qPCR - N1
11/02/2021,11/03/2021,Newtown Creek,NC,2088.00,1260000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
11/02/2021,11/03/2021,North River,NR,1382.00,810000.00,,649549,RT-qPCR - N1
11/02/2021,11/03/2021,Oakwood Beach,OB,3540.00,1610000.00,,243910,RT-qPCR - N1
11/02/2021,11/03/2021,Owls Head,OH,4433.00,1560000.00,,923524,RT-qPCR - N1
11/02/2021,11/03/2021,Port Richmond,PR,1245.00,604000.00,,224516,RT-qPCR - N1
11/02/2021,11/03/2021,Red Hook,RH,6430.00,2610000.00,,257556,RT-qPCR - N1
11/02/2021,11/03/2021,Rockaway,RK,725.00,501000.00,,117991,RT-qPCR - N1
11/02/2021,11/03/2021,Tallman Island,TI,2269.00,1180000.00,,457817,RT-qPCR - N1
11/02/2021,11/03/2021,Wards Island,WI,2069.00,1200000.00,,1173448,RT-qPCR - N1
11/07/2021,11/08/2021,26th Ward,26W,971.00,633000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,318262,RT-qPCR - N1
11/07/2021,11/08/2021,Bowery Bay,BB,5631.00,2280000.00,,894311,RT-qPCR - N1
11/07/2021,11/08/2021,Coney Island,CI,2751.00,1240000.00,,647635,RT-qPCR - N1
11/07/2021,11/08/2021,Hunts Point,HP,1387.00,757000.00,,781885,RT-qPCR - N1
11/07/2021,11/08/2021,Jamaica Bay,JA,2323.00,928000.00,,735054,RT-qPCR - N1
11/07/2021,11/08/2021,Newtown Creek,NC,1942.00,1170000.00,,1227810,RT-qPCR - N1
11/07/2021,11/08/2021,North River,NR,2032.00,1180000.00,,649549,RT-qPCR - N1
11/07/2021,11/08/2021,Oakwood Beach,OB,3560.00,1610000.00,,243910,RT-qPCR - N1
11/07/2021,11/08/2021,Owls Head,OH,7494.00,2910000.00,,923524,RT-qPCR - N1
11/07/2021,11/08/2021,Port Richmond,PR,2984.00,1350000.00,,224516,RT-qPCR - N1
11/07/2021,11/08/2021,Red Hook,RH,2975.00,1210000.00,,257556,RT-qPCR - N1
11/07/2021,11/08/2021,Rockaway,RK,278.00,184000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
11/07/2021,11/08/2021,Tallman Island,TI,3343.00,1460000.00,,457817,RT-qPCR - N1
11/07/2021,11/08/2021,Wards Island,WI,1956.00,1080000.00,,1173448,RT-qPCR - N1
11/14/2021,11/15/2021,26th Ward,26W,1919.00,1250000.00,,318262,RT-qPCR - N1
11/14/2021,11/15/2021,Bowery Bay,BB,3847.00,1400000.00,,894311,RT-qPCR - N1
11/14/2021,11/15/2021,Coney Island,CI,4194.00,1810000.00,,647635,RT-qPCR - N1
11/14/2021,11/15/2021,Hunts Point,HP,2256.00,1210000.00,,781885,RT-qPCR - N1
11/14/2021,11/15/2021,Jamaica Bay,JA,9029.00,3650000.00,,735054,RT-qPCR - N1
11/14/2021,11/15/2021,Newtown Creek,NC,3299.00,1880000.00,,1227810,RT-qPCR - N1
11/14/2021,11/15/2021,North River,NR,2513.00,1390000.00,,649549,RT-qPCR - N1
11/14/2021,11/15/2021,Oakwood Beach,OB,2557.00,1090000.00,,243910,RT-qPCR - N1
11/14/2021,11/15/2021,Owls Head,OH,7292.00,2680000.00,,923524,RT-qPCR - N1
11/14/2021,11/15/2021,Port Richmond,PR,5067.00,2120000.00,,224516,RT-qPCR - N1
11/14/2021,11/15/2021,Red Hook,RH,3818.00,1480000.00,,257556,RT-qPCR - N1
11/14/2021,11/15/2021,Rockaway,RK,1324.00,790000.00,,117991,RT-qPCR - N1
11/14/2021,11/15/2021,Tallman Island,TI,3975.00,1710000.00,,457817,RT-qPCR - N1
11/14/2021,11/15/2021,Wards Island,WI,4565.00,2320000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1173448,RT-qPCR - N1
11/21/2021,11/22/2021,26th Ward,26W,4265.00,2610000.00,,318262,RT-qPCR - N1
11/21/2021,11/22/2021,Bowery Bay,BB,13063.00,4710000.00,,894311,RT-qPCR - N1
11/21/2021,11/22/2021,Coney Island,CI,4073.00,1690000.00,,647635,RT-qPCR - N1
11/21/2021,11/22/2021,Hunts Point,HP,2777.00,1460000.00,,781885,RT-qPCR - N1
11/21/2021,11/22/2021,Jamaica Bay,JA,6434.00,2540000.00,,735054,RT-qPCR - N1
11/21/2021,11/22/2021,Newtown Creek,NC,4344.00,2450000.00,,1227810,RT-qPCR - N1
11/21/2021,11/22/2021,North River,NR,5499.00,3000000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
11/21/2021,11/22/2021,Oakwood Beach,OB,1784.00,731000.00,,243910,RT-qPCR - N1
11/21/2021,11/22/2021,Owls Head,OH,7182.00,2520000.00,,923524,RT-qPCR - N1
11/21/2021,11/22/2021,Port Richmond,PR,5591.00,2340000.00,,224516,RT-qPCR - N1
11/21/2021,11/22/2021,Red Hook,RH,4705.00,1910000.00,,257556,RT-qPCR - N1
11/21/2021,11/22/2021,Rockaway,RK,2568.00,1450000.00,,117991,RT-qPCR - N1
11/21/2021,11/22/2021,Tallman Island,TI,3612.00,1580000.00,,457817,RT-qPCR - N1
11/21/2021,11/22/2021,Wards Island,WI,5089.00,2760000.00,,1173448,RT-qPCR - N1
11/28/2021,11/29/2021,26th Ward,26W,2402.00,1560000.00,,318262,RT-qPCR - N1
11/28/2021,11/29/2021,Bowery Bay,BB,13390.00,4770000.00,,894311,RT-qPCR - N1
11/28/2021,11/29/2021,Coney Island,CI,10493.00,4250000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
11/28/2021,11/29/2021,Hunts Point,HP,4123.00,2250000.00,,781885,RT-qPCR - N1
11/28/2021,11/29/2021,Jamaica Bay,JA,14025.00,5460000.00,,735054,RT-qPCR - N1
11/28/2021,11/29/2021,Newtown Creek,NC,5311.00,2940000.00,,1227810,RT-qPCR - N1
11/28/2021,11/29/2021,North River,NR,8489.00,4290000.00,,649549,RT-qPCR - N1
11/28/2021,11/29/2021,Oakwood Beach,OB,3866.00,1510000.00,,243910,RT-qPCR - N1
11/28/2021,11/29/2021,Owls Head,OH,8359.00,3040000.00,,923524,RT-qPCR - N1
11/28/2021,11/29/2021,Port Richmond,PR,8362.00,3220000.00,,224516,RT-qPCR - N1
11/28/2021,11/29/2021,Red Hook,RH,5458.00,2120000.00,,257556,RT-qPCR - N1
11/28/2021,11/29/2021,Rockaway,RK,1388.00,741000.00,,117991,RT-qPCR - N1
11/28/2021,11/29/2021,Tallman Island,TI,6448.00,2710000.00,,457817,RT-qPCR - N1
11/28/2021,11/29/2021,Wards Island,WI,8387.00,4600000.00,,1173448,RT-qPCR - N1
11/30/2021,12/01/2021,26th Ward,26W,19620.00,12500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,318262,RT-qPCR - N1
11/30/2021,12/01/2021,Bowery Bay,BB,15890.00,5530000.00,,894311,RT-qPCR - N1
11/30/2021,12/01/2021,Coney Island,CI,7320.00,3050000.00,,647635,RT-qPCR - N1
11/30/2021,12/01/2021,Hunts Point,HP,11015.00,5740000.00,,781885,RT-qPCR - N1
11/30/2021,12/01/2021,Jamaica Bay,JA,12158.00,4610000.00,,735054,RT-qPCR - N1
11/30/2021,12/01/2021,Newtown Creek,NC,10695.00,6020000.00,,1227810,RT-qPCR - N1
11/30/2021,12/01/2021,North River,NR,7017.00,3750000.00,,649549,RT-qPCR - N1
11/30/2021,12/01/2021,Oakwood Beach,OB,6583.00,2450000.00,,243910,RT-qPCR - N1
11/30/2021,12/01/2021,Owls Head,OH,12257.00,4350000.00,,923524,RT-qPCR - N1
11/30/2021,12/01/2021,Port Richmond,PR,9179.00,3530000.00,,224516,RT-qPCR - N1
11/30/2021,12/01/2021,Red Hook,RH,10050.00,4080000.00,,257556,RT-qPCR - N1
11/30/2021,12/01/2021,Rockaway,RK,2590.00,1380000.00,,117991,RT-qPCR - N1
11/30/2021,12/01/2021,Tallman Island,TI,15121.00,6230000.00,,457817,RT-qPCR - N1
11/30/2021,12/01/2021,Wards Island,WI,9514.00,4980000.00,,1173448,RT-qPCR - N1
12/05/2021,12/06/2021,26th Ward,26W,4001.00,3070000.00,,318262,RT-qPCR - N1
12/05/2021,12/06/2021,Bowery Bay,BB,24202.00,11400000.00,,894311,RT-qPCR - N1
12/05/2021,12/06/2021,Coney Island,CI,12664.00,6320000.00,,647635,RT-qPCR - N1
12/05/2021,12/06/2021,Hunts Point,HP,17888.00,10300000.00,,781885,RT-qPCR - N1
12/05/2021,12/06/2021,Jamaica Bay,JA,17514.00,7350000.00,,735054,RT-qPCR - N1
12/05/2021,12/06/2021,Newtown Creek,NC,7627.00,5240000.00,,1227810,RT-qPCR - N1
12/05/2021,12/06/2021,North River,NR,8674.00,4940000.00,,649549,RT-qPCR - N1
12/05/2021,12/06/2021,Oakwood Beach,OB,14822.00,5750000.00,,243910,RT-qPCR - N1
12/05/2021,12/06/2021,Owls Head,OH,13277.00,6540000.00,,923524,RT-qPCR - N1
12/05/2021,12/06/2021,Port Richmond,PR,11639.00,4870000.00,,224516,RT-qPCR - N1
12/05/2021,12/06/2021,Red Hook,RH,2924.00,1580000.00,,257556,RT-qPCR - N1
12/05/2021,12/06/2021,Rockaway,RK,3999.00,2760000.00,,117991,RT-qPCR - N1
12/05/2021,12/06/2021,Tallman Island,TI,8416.00,4320000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
12/05/2021,12/06/2021,Wards Island,WI,5445.00,3240000.00,,1173448,RT-qPCR - N1
12/07/2021,12/08/2021,26th Ward,26W,5797.00,3550000.00,,318262,RT-qPCR - N1
12/07/2021,12/08/2021,Bowery Bay,BB,9653.00,3320000.00,,894311,RT-qPCR - N1
12/07/2021,12/08/2021,Coney Island,CI,9042.00,3610000.00,,647635,RT-qPCR - N1
12/07/2021,12/08/2021,Hunts Point,HP,5253.00,2740000.00,,781885,RT-qPCR - N1
12/07/2021,12/08/2021,Jamaica Bay,JA,9193.00,3440000.00,,735054,RT-qPCR - N1
12/07/2021,12/08/2021,Newtown Creek,NC,14551.00,8810000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
12/07/2021,12/08/2021,North River,NR,6844.00,3780000.00,,649549,RT-qPCR - N1
12/07/2021,12/08/2021,Oakwood Beach,OB,23381.00,9000000.00,,243910,RT-qPCR - N1
12/07/2021,12/08/2021,Owls Head,OH,16009.00,5750000.00,,923524,RT-qPCR - N1
12/07/2021,12/08/2021,Port Richmond,PR,14547.00,5600000.00,,224516,RT-qPCR - N1
12/07/2021,12/08/2021,Red Hook,RH,5754.00,2140000.00,,257556,RT-qPCR - N1
12/07/2021,12/08/2021,Rockaway,RK,3566.00,2020000.00,,117991,RT-qPCR - N1
12/07/2021,12/08/2021,Tallman Island,TI,14391.00,7510000.00,,457817,RT-qPCR - N1
12/07/2021,12/08/2021,Wards Island,WI,16714.00,8690000.00,,1173448,RT-qPCR - N1
12/12/2021,12/13/2021,26th Ward,26W,3770.00,2410000.00,,318262,RT-qPCR - N1
12/12/2021,12/13/2021,Bowery Bay,BB,15446.00,5500000.00,,894311,RT-qPCR - N1
12/12/2021,12/13/2021,Coney Island,CI,21705.00,9030000.00,,647635,RT-qPCR - N1
12/12/2021,12/13/2021,Hunts Point,HP,6501.00,3550000.00,,781885,RT-qPCR - N1
12/12/2021,12/13/2021,Jamaica Bay,JA,17679.00,6790000.00,,735054,RT-qPCR - N1
12/12/2021,12/13/2021,Newtown Creek,NC,10800.00,5900000.00,,1227810,RT-qPCR - N1
12/12/2021,12/13/2021,North River,NR,2168.00,1120000.00,,649549,RT-qPCR - N1
12/12/2021,12/13/2021,Oakwood Beach,OB,12708.00,4950000.00,,243910,RT-qPCR - N1
12/12/2021,12/13/2021,Owls Head,OH,28900.00,10100000.00,,923524,RT-qPCR - N1
12/12/2021,12/13/2021,Port Richmond,PR,17017.00,6550000.00,,224516,RT-qPCR - N1
12/12/2021,12/13/2021,Red Hook,RH,11832.00,4600000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
12/12/2021,12/13/2021,Rockaway,RK,3606.00,1930000.00,,117991,RT-qPCR - N1
12/12/2021,12/13/2021,Tallman Island,TI,22343.00,9590000.00,,457817,RT-qPCR - N1
12/12/2021,12/13/2021,Wards Island,WI,2463.00,1260000.00,,1173448,RT-qPCR - N1
12/14/2021,12/15/2021,26th Ward,26W,14070.00,8430000.00,,318262,RT-qPCR - N1
12/14/2021,12/15/2021,Bowery Bay,BB,21171.00,7190000.00,,894311,RT-qPCR - N1
12/14/2021,12/15/2021,Coney Island,CI,23593.00,8900000.00,,647635,RT-qPCR - N1
12/14/2021,12/15/2021,Hunts Point,HP,6241.00,3380000.00,,781885,RT-qPCR - N1
12/14/2021,12/15/2021,Jamaica Bay,JA,16293.00,5930000.00,,735054,RT-qPCR - N1
12/14/2021,12/15/2021,Newtown Creek,NC,17850.00,10100000.00,,1227810,RT-qPCR - N1
12/14/2021,12/15/2021,North River,NR,11868.00,6000000.00,,649549,RT-qPCR - N1
12/14/2021,12/15/2021,Oakwood Beach,OB,5993.00,2160000.00,,243910,RT-qPCR - N1
12/14/2021,12/15/2021,Owls Head,OH,17698.00,6280000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
12/14/2021,12/15/2021,Port Richmond,PR,26710.00,9840000.00,,224516,RT-qPCR - N1
12/14/2021,12/15/2021,Red Hook,RH,16980.00,6890000.00,,257556,RT-qPCR - N1
12/14/2021,12/15/2021,Rockaway,RK,20085.00,10700000.00,,117991,RT-qPCR - N1
12/14/2021,12/15/2021,Tallman Island,TI,10739.00,4610000.00,,457817,RT-qPCR - N1
12/14/2021,12/15/2021,Wards Island,WI,18089.00,8720000.00,,1173448,RT-qPCR - N1
12/19/2021,12/20/2021,26th Ward,26W,27848.00,17000000.00,,318262,RT-qPCR - N1
12/19/2021,12/20/2021,Bowery Bay,BB,11687.00,4160000.00,,894311,RT-qPCR - N1
12/19/2021,12/20/2021,Coney Island,CI,30733.00,11600000.00,,647635,RT-qPCR - N1
12/19/2021,12/20/2021,Hunts Point,HP,13661.00,8000000.00,,781885,RT-qPCR - N1
12/19/2021,12/20/2021,Jamaica Bay,JA,45415.00,17500000.00,,735054,RT-qPCR - N1
12/19/2021,12/20/2021,Newtown Creek,NC,38261.00,20900000.00,,1227810,RT-qPCR - N1
12/19/2021,12/20/2021,North River,NR,31603.00,16300000.00,,649549,RT-qPCR - N1
12/19/2021,12/20/2021,Oakwood Beach,OB,36093.00,13700000.00,,243910,RT-qPCR - N1
12/19/2021,12/20/2021,Owls Head,OH,48899.00,17400000.00,,923524,RT-qPCR - N1
12/19/2021,12/20/2021,Port Richmond,PR,64756.00,24900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224516,RT-qPCR - N1
12/19/2021,12/20/2021,Red Hook,RH,33535.00,13000000.00,,257556,RT-qPCR - N1
12/19/2021,12/20/2021,Rockaway,RK,19622.00,11100000.00,,117991,RT-qPCR - N1
12/19/2021,12/20/2021,Tallman Island,TI,15464.00,7290000.00,,457817,RT-qPCR - N1
12/19/2021,12/20/2021,Wards Island,WI,34094.00,16600000.00,,1173448,RT-qPCR - N1
12/26/2021,12/27/2021,26th Ward,26W,171612.00,107000000.00,,318262,RT-qPCR - N1
